,corporate_number,name,subsidy_title,amount,date_of_approval
165,1000020042021,石巻市,生活困窮者自立相談支援事業費等国庫負担金（生活困窮者自立相談支援事業）,3232650,2018-01-30
164,1000020042021,石巻市,生活困窮者自立相談支援事業費等国庫負担金（生活困窮者住居確保給付金）,630000,2018-01-30
163,1000020042021,石巻市,生活困窮者自立相談支援事業費等国庫負担金（被保護者就労支援事業）,2989200,2018-01-30
162,1000020042021,石巻市,地域介護・福祉空間整備等施設整備交付金,2778000,2018-01-31
161,1000020042021,石巻市,平成２９年度母子家庭等対策総合支援事業費国庫補助金,7588000,2018-02-02
160,1000020042021,石巻市,平成２９年度国民健康保険（組合）災害臨時特例補助金,249000,2018-02-06
159,1000020042021,石巻市,平成２９年度国民健康保険（組合）災害臨時特例補助金,24000,2018-02-06
158,1000020042021,石巻市,特別障害者手当等給付費負担金,41873737,2018-02-23
157,1000020042021,石巻市,障害者医療費国庫負担金,146354803,2018-02-26
156,1000020042021,石巻市,国民健康保険高額医療費共同事業負担金,116748000,2018-03-05
155,1000020042021,石巻市,介護保険事業費補助金,1489000,2018-03-09
154,1000020042021,石巻市,障害者自立支援給付費国庫負担金,1131173607,2018-03-09
153,1000020042021,石巻市,国民健康保険後期高齢者医療費支援金負担金,627475951,2018-03-12
152,1000020042021,石巻市,国民健康保険介護納付金負担金,253358988,2018-03-12
173,1000020042021,石巻市,障害者自立支援給付支払システム事業費等補助金（自治体分）,710000,2017-12-12
174,1000020042021,石巻市,国民健康保険保険基盤安定負担金,171290849,2017-12-06
175,1000020042021,石巻市,国民健康保険特定健康診査・保険指導国庫負担金,24230000,2017-12-05
176,1000020042021,石巻市,平成２９年度（平成２８年度からの繰越分）臨時福祉給付金給付事業費補助金,7725000,2017-11-13
198,1000020042021,石巻市,平成２９年度国民健康保険制度関係業務準備事業費補助金（国保標準事務処理システムの構築に係る事業）,5717000,2017-07-10
197,1000020042021,石巻市,平成２９年度循環型社会形成推進交付金,2179000,2017-07-18
196,1000020042021,石巻市,障害者自立支援給付費国庫負担金,1151750658,2017-08-07
195,1000020042021,石巻市,情報通信技術利活用事業費補助金,38000,2017-08-18
194,1000020042021,石巻市,情報通信技術利活用事業費補助金,11000,2017-08-18
100,1000020042021,石巻市,河川等災害復旧事業,2200000000,2019-04-01
192,1000020042021,石巻市,情報通信技術利活用事業費補助金,60000,2017-08-18
191,1000020042021,石巻市,国民健康保険介護納付金財政調整交付金,52638000,2017-09-01
190,1000020042021,石巻市,国民健康保険後期高齢者医療費支援金財政調整交付金,258027000,2017-09-01
189,1000020042021,石巻市,国民健康保険財政調整交付金（直営診療施設整備分を除く）,558973000,2017-09-01
151,1000020042021,石巻市,国民健康保険療養給付費負担金,2313194592,2018-03-12
188,1000020042021,石巻市,緊急スクールカウンセラー等活用事業交付金,48522000,2017-09-06
186,1000020042021,石巻市,いじめ対策・不登校支援等総合推進事業,808000,2017-09-14
185,1000020042021,石巻市,障害者医療費国庫負担金,127579440,2017-10-03
184,1000020042021,石巻市,生活扶助費等国庫負担金,659830000,2017-10-06
183,1000020042021,石巻市,医療扶助費等国庫負担金,887680000,2017-10-06
182,1000020042021,石巻市,介護扶助費等国庫負担金,47240000,2017-10-06
181,1000020042021,石巻市,河川等災害復旧事業,470000000,2017-10-06
180,1000020042021,石巻市,【平成２９年度当初予算】地域介護・福祉空間整備等施設整備交付金,3083000,2017-10-11
179,1000020042021,石巻市,河川等災害復旧事業,-130000000,2017-10-13
178,1000020042021,石巻市,平成２９年度（平成２８年度からの繰越分）社会保障・税番号制度システム整備費補助金,3864000,2017-11-06
177,1000020042021,石巻市,未熟児養育医療費等国庫負担金,4824000,2017-11-06
187,1000020042021,石巻市,平成２９年度国民健康保険制度関係業務準備事業費補助金（その他制度改正に伴い必要となる事業）,324000,2017-09-06
150,1000020042021,石巻市,防音事業関連維持事業,4799000,2018-03-13
193,1000020042021,石巻市,情報通信技術利活用事業費補助金,101000,2017-08-18
148,1000020042021,石巻市,特別児童扶養手当事務取扱交付金,498771,2018-03-15
123,1000020042021,石巻市,特別障害者手当等給付費負担金,34178860,2018-06-14
122,1000020042021,石巻市,松島飛行場関連特定事業（医療に関する事業：子ども医療費助成事業）,40554000,2018-06-15
121,1000020042021,石巻市,農山漁村地域整備交付金,286000000,2018-06-29
120,1000020042021,石巻市,低所得者保険料軽減負担金,14377710,2018-06-29
119,1000020042021,石巻市,石巻市立住吉中学校防音機能復旧事業（実施設計）,2073000,2018-07-09
118,1000020042021,石巻市,事務取扱交付金,505450,2018-07-10
117,1000020042021,石巻市,介護給付費財政調整交付金,770021000,2018-07-12
116,1000020042021,石巻市,平成３０年度循環型社会形成推進交付金,32050000,2018-07-17
115,1000020042021,石巻市,平成３０年度循環型社会形成推進交付金,8848000,2018-07-17
114,1000020042021,石巻市,障害者自立支援給付費国庫負担金,1210106233,2018-07-30
124,1000020042021,石巻市,介護給付費負担金,2297000000,2018-05-10
113,1000020042021,石巻市,情報通信技術利活用事業費補助金,205000,2018-08-01
111,1000020042021,石巻市,平成３０年度（平成２９年度からの繰越分）高齢者医療制度円滑運営事業費補助金（システム改修分）,6736000,2018-09-13
110,1000020042021,石巻市,いじめ対策・不登校支援等総合推進事業,474000,2018-09-14
109,1000020042021,石巻市,河川等災害復旧事業,-250000000,2018-11-02
108,1000020042021,石巻市,河川等災害復旧事業,500000000,2018-11-09
107,1000020042021,石巻市,東日本大震災復興交付金,204049000,2018-11-30
106,1000020042021,石巻市,東日本大震災復興交付金,44597000,2018-11-30
104,1000020042021,石巻市,東日本大震災復興交付金,76732000,2019-02-28
103,1000020042021,石巻市,東日本大震災復興交付金,36516000,2019-02-28
149,1000020042021,石巻市,医療扶助費等国庫負担金,953559000,2018-03-13
102,1000020042021,石巻市,防音事業関連維持事業,5009000,2019-03-14
112,1000020042021,石巻市,地域支援事業交付金,226002525,2018-09-10
125,1000020042021,石巻市,消防防災施設災害復旧費補助金,233212000,2018-04-20
105,1000020042021,石巻市,東日本大震災復興交付金,477356000,2019-02-28
127,1000020042021,石巻市,消防防災設備災害復旧費補助金,15099000,2018-04-20
126,1000020042021,石巻市,緊急消防援助隊設備整備費補助金,54349000,2018-04-20
147,1000020042021,石巻市,地域生活支援事業費等補助金及び障害者総合支援事業費補助金,47807000,2018-03-16
145,1000020042021,石巻市,介護給付費負担金,2211076443,2018-03-16
146,1000020042021,石巻市,障害児入所給付費等国庫負担金,114610832,2018-03-16
143,1000020042021,石巻市,介護給付費財政調整交付金,818198000,2018-03-16
142,1000020042021,石巻市,介護保険災害臨時特例補助金,373000,2018-03-16
141,1000020042021,石巻市,公的賃貸住宅家賃対策補助事業,6356000,2018-03-20
140,1000020042021,石巻市,児童保護費負担金（東北）,4675646,2018-03-20
139,1000020042021,石巻市,国民健康保険介護納付金財政調整交付金,65134000,2018-03-27
138,1000020042021,石巻市,国民健康保険後期高齢者医療費支援金財政調整交付金,238922000,2018-03-27
144,1000020042021,石巻市,低所得者保険料軽減負担金,12754560,2018-03-16
130,1000020042021,石巻市,医療扶助費等国庫負担金,601797000,2018-04-16
136,1000020042021,石巻市,平成３０年度放射性物質汚染廃棄物処理事業費補助金,1257120,2018-04-02
135,1000020042021,石巻市,生活扶助費等国庫負担金,480102000,2018-04-02
134,1000020042021,石巻市,情報通信技術利活用事業費補助金,643000,2018-04-02
133,1000020042021,石巻市,情報通信技術利活用事業費補助金,806000,2018-04-02
132,1000020042021,石巻市,児童扶養手当給付費負担金,213127850,2018-04-06
131,1000020042021,石巻市,介護扶助費等国庫負担金,32200000,2018-04-16
128,1000020042021,石巻市,消防防災施設整備費補助金,10772000,2018-04-20
129,1000020042021,石巻市,情報通信技術利活用事業費補助金,38000,2018-04-17
137,1000020042021,石巻市,国民健康保険財政調整交付金（直営診療施設整備分を除く）,1702673000,2018-03-27
523,1000020042129,登米市,特別児童扶養手当事務取扱交付金,321255,2017-07-04
522,1000020042129,登米市,介護給付費財政調整交付金,669800000,2017-07-06
521,1000020042129,登米市,平成２９年度（平成２８年度からの繰越分）保育所等整備交付金,281335000,2017-07-07
535,1000020042129,登米市,医療扶助費等国庫負担金,206759000,2017-04-14
519,1000020042129,登米市,平成２９年度保育所等整備交付金,13472000,2017-07-11
518,1000020042129,登米市,平成２９年度循環型社会形成推進交付金,25401000,2017-07-18
517,1000020042129,登米市,障害者自立支援給付費国庫負担金,710606000,2017-08-07
520,1000020042129,登米市,平成２９年度国民健康保険制度関係業務準備事業費補助金（国保標準事務処理システムの構築に係る事業）,5605000,2017-07-10
524,1000020042129,登米市,国民健康保険高額医療費共同事業負担金,91830213,2017-06-06
529,1000020042129,登米市,国民健康保険療養給付費等負担金,1108459000,2017-05-16
526,1000020042129,登米市,平成２９年度（平成２８年度からの繰越分）臨時福祉給付金等給付事務費補助金,14124000,2017-06-01
527,1000020042129,登米市,平成２９年度（平成２８年度からの繰越分）臨時福祉給付金給付事業費補助金,203610000,2017-06-01
528,1000020042129,登米市,平成２９年度低所得者保険料軽減負担金,6751164,2017-05-31
530,1000020042129,登米市,国民健康保険介護納付金負担金,171246000,2017-05-16
531,1000020042129,登米市,国民健康保険後期高齢者医療費支援金負担金,324683000,2017-05-16
532,1000020042129,登米市,平成２９年度介護給付費負担金,1633000000,2017-04-28
533,1000020042129,登米市,緊急消防援助隊設備整備費補助金,9542000,2017-04-21
534,1000020042129,登米市,介護扶助費等国庫負担金,29981000,2017-04-14
525,1000020042129,登米市,特別障害者手当等給付費負担金,23147127,2017-06-02
516,1000020042129,登米市,国民健康保険財政調整交付金（直営診療施設整備分を除く）,326103000,2017-09-01
506,1000020042129,登米市,平成２９年度（平成２８年度からの繰越分）社会保障・税番号制度システム整備費補助金,842000,2017-11-06
514,1000020042129,登米市,国民健康保険介護納付金財政調整交付金,36646000,2017-09-01
495,1000020042129,登米市,平成２９年度（平成２８年度からの繰越分）保育所等整備交付金,7235000,2018-01-16
494,1000020042129,登米市,平成２９年度循環型社会形成推進交付金,868000,2018-01-18
536,1000020042129,登米市,生活扶助費等国庫負担金,165235000,2017-04-03
496,1000020042129,登米市,次世代育成支援対策施設整備交付金,6805000,2018-01-05
497,1000020042129,登米市,児童扶養手当給付費負担金,133563103,2018-01-04
498,1000020042129,登米市,介護扶助費等国庫負担金,47201000,2017-12-27
499,1000020042129,登米市,生活扶助費等国庫負担金,282520000,2017-12-27
500,1000020042129,登米市,医療扶助費等国庫負担金,370200000,2017-12-27
501,1000020042129,登米市,平成２９年度保育対策総合支援事業費補助金,7189000,2017-12-27
515,1000020042129,登米市,国民健康保険後期高齢者医療費支援金財政調整交付金,103346000,2017-09-01
502,1000020042129,登米市,障害者自立支援給付支払システム事業費等補助金（自治体分）,1080000,2017-12-12
504,1000020042129,登米市,国民健康保険特定健康診査・保険指導国庫負担金,16881000,2017-12-05
505,1000020042129,登米市,平成２９年度（平成２８年度からの繰越分）臨時福祉給付金給付事業費補助金,222000000,2017-11-13
507,1000020042129,登米市,未熟児養育医療費等国庫負担金,1660200,2017-11-06
508,1000020042129,登米市,生活扶助費等国庫負担金,235558000,2017-10-06
509,1000020042129,登米市,介護扶助費等国庫負担金,40049000,2017-10-06
